variavel,n_amostras,mae_modelo,mae_baseline_media,melhora_vs_baseline_%
prop_vegetacao_densa,45,0.023190841467550526,0.02459714814814814,5.717356630644554
prop_construida_urbana,45,0.013143918437607234,0.011592873015873036,-13.379301400183529
lst_media_celsius,45,0.371068779053144,0.403789735449735,8.10346413589411
